A0A087WZU1	phosphatidylinositol_phosphatase_ptprq
O60341-1	isoform_1_of_lysine-specific_histone_demethylase_1braf35-hdac_complex_protein_bhc110
O60346	ph_domain_leucine-rich_repeat-containing_protein_ppleckstrin_homology_domain-containing_family_e_memsuprachiasmatic_nucleus_circadian_oscillatory_protein
O60346	pleckstrin_homology_domain-containing_family_e_memsuprachiasmatic_nucleus_circadian_oscillatory_protein
O60346	suprachiasmatic_nucleus_circadian_oscillatory_protein
O60443	gasdermin-e
O60443	gasdermin-e,_c-terminal
O60443	gasdermin-e,_n-terminal
O60443	inversely_correlated_with_estrogen_receptor_expresnon-syndromic_hearing_impairment_protein_5
O60443	non-syndromic_hearing_impairment_protein_5
O60488	arachidonate--coa_ligase
O60488	long-chain_acyl-coa_synthetase_4
O60488	long-chain-fatty-acid--coa_ligase_4
O60502	beta-hexosaminidase
O60502	beta-n-acetylglucosaminidase
O60502	beta-n-acetylhexosaminidase
O60502	meningioma-expressed_antigen_5
O60502	n-acetyl-beta-d-glucosaminidase
O60502	n-acetyl-beta-glucosaminidase
O60502	nuclear_cytoplasmic_o-glcnacase_and_acetyltransferase
O60502	protein_o-glcnacase
O60566	mad3/bub1-related_protein_kinase
O60566	mitotic_checkpoint_kinase_mad3l
O60566	mitotic_checkpoint_serine/threonine-protein_kinasemad3/bub1-related_protein_kinase
O60566	protein_ssk1
O60573	eif4e-like_protein_4e-lp
O60573	eukaryotic_translation_initiation_factor_4e_homoloeukaryotic_translation_initiation_factor_4e-like_3eif4e-like_protein_4e-lp
O60573	eukaryotic_translation_initiation_factor_4e-like_3eif4e-like_protein_4e-lp
O60573	eukaryotic_translation_initiation_factor_4e_type_2eukaryotic_translation_initiation_factor_4e_homoloeukaryotic_translation_initiation_factor_4e-like_3eif4e-like_protein_4e-lp
O60573	mrna_cap-binding_protein_4ehp
O60573	mrna_cap-binding_protein_type_3
O60603	toll/interleukin-1_receptor-like_protein_4
O60603	toll-like_receptor_2
O60610	diaphanous-related_formin-1
O60610	protein_diaphanous_homolog_1
O60636	tetraspan_net-3
O60636	tetraspanin-2
O60664	47_kda_mannose_6-phosphate_receptor-binding_proteicargo_selection_protein_tip47
O60664	cargo_selection_protein_tip47
O60664	mannose-6-phosphate_receptor-binding_protein_1
O60664	perilipin-3
O60664	placental_protein_17
O60674	janus_kinase_2
O60674	tyrosine-protein_kinase_jak2
O60716	cadherin-associated_src_substrate
O60716	catenin_delta-1
O60716	p120_catenin
O60716	p120(cas)
O60749	sorting_nexin-2
O60749	transformation-related_gene_9_protein
O60763	general_vesicular_transport_factor_p115
O60763	protein_uso1_homolog
O60763	transcytosis-associated_protein
O60763	vesicle-docking_protein
O60814	hira-interacting_protein_1
O60814	histone_h2b_type_1-k
O60830	mitochondrial_import_inner_membrane_translocase_subunit_tim17-b
O60841	eukaryotic_translation_initiation_factor_5b
O60841	translation_initiation_factor_if-2
O60880	duncan_disease_sh2-protein
O60880	sh2_domain-containing_protein_1a
O60880	signaling_lymphocytic_activation_molecule-associatt-cell_signal_transduction_molecule_sap
O60880	t-cell_signal_transduction_molecule_sap
O60884	cell_cycle_progression_restoration_gene_3_protein
O60884	dnaj_homolog_subfamily_a_member_2
O60884	dnj3
O60884	hira-interacting_protein_4
O60884	renal_carcinoma_antigen_ny-ren-14
O60885	bromodomain-containing_protein_4
O60885	protein_hunk1
O60907	f-box-like/wd_repeat-containing_protein_tbl1x
O60907	smap55
O60907	transducin_beta-like_protein_1x
O60907	transducin-beta-like_protein_1,_x-linked
O60934	cell_cycle_regulatory_protein_p95
O60934	nibrin
O60934	nijmegen_breakage_syndrome_protein_1
O70469	docking_protein_2
O70469	dok-related_protein
O70469	downstream_of_tyrosine_kinase_2
O70469	il-four_receptor-interacting_protein
O70469	p56(dok-2)
O75044	formin-binding_protein_2
O75044	rho_gtpase-activating_protein_34
O75044	slit-robo_rho_gtpase-activating_protein_2
O75084	frizzled-7
O75084	fze3
O75116	p164_rock-2
O75116	rho_kinase_2
O75116	rho-associated_protein_kinase_2
O75116	rho-associated,_coiled-coil-containing_protein_kinp164_rock-2
O75116	rho-associated,_coiled-coil-containing_protein_kinrho-associated,_coiled-coil-containing_protein_kinp164_rock-2
O75128	protein_cordon-bleu
O75146	huntingtin-interacting_protein_12
O75146	huntingtin-interacting_protein_1-related_protein
O75161	nephrocystin-4
O75161	nephroretinin
O75175	ccr4-associated_factor_3
O75175	ccr4-not_transcription_complex_subunit_3
O75175	leukocyte_receptor_cluster_member_2
O75208	ubiquinone_biosynthesis_protein_coq9,_mitochondrial
O75365	prl-r
O75365	protein_tyrosine_phosphatase_type_iva_3
O75365	protein-tyrosine_phosphatase_4a3
O75365	protein-tyrosine_phosphatase_of_regenerating_liver_3
O75368	sh3_domain-binding_glutamic_acid-rich-like_protein
O75376	nuclear_receptor_corepressor_1
O75385	autophagy-related_protein_1_homolog
O75385	serine/threonine-protein_kinase_ulk1
O75385	unc-51-like_kinase_1
O75390	citrate_(si)-synthase
O75390	citrate_synthase,_mitochondrial
O75420	grb10-interacting_gyf_protein_1
O75420	perq_amino_acid-rich_with_gyf_domain-containing_protein_1
O75449	katanin_p60_atpase-containing_subunit_a1
O75449	p60_katanin
O75460	endoplasmic_reticulum-to-nucleus_signaling_1
O75460	endoribonuclease
O75460	inositol-requiring_protein_1
O75460	ire1-alpha
O75460	serine/threonine-protein_kinase
O75460	serine/threonine-protein_kinase/endoribonuclease_iendoplasmic_reticulum-to-nucleus_signaling_1
O75477	endoplasmic_reticulum_lipid_raft-associated_proteiprotein_ke04
O75477	erlin-1
O75477	protein_ke04
O75477	stomatin-prohibitin-flotillin-hflc/k_domain-containing_protein_1
O75489	complex_i-30kd
O75489	nadh_dehydrogenase_[ubiquinone]_iron-sulfur_proteicomplex_i-30kd
O75489	nadh-ubiquinone_oxidoreductase_30_kda_subunit
O75529	pcaf-associated_factor_65_beta
O75529	taf5-like_rna_polymerase_ii_p300/cbp-associated_fapcaf-associated_factor_65_beta
O75533	pre-mrna-splicing_factor_sf3b_155_kda_subunit
O75533	spliceosome-associated_protein_155
O75533	splicing_factor_3b_subunit_1
O75534	cold_shock_domain-containing_protein_e1
O75534	n-ras_upstream_gene_protein
O75534	protein_unr
O75563	pyk2/raftk-associated_protein
O75563	retinoic_acid-induced_protein_70
O75563	skap55_homolog
O75563	src_family-associated_phosphoprotein_2
O75563	src_kinase-associated_phosphoprotein_2
O75563	src_kinase-associated_phosphoprotein_55-related_prsrc-associated_adapter_protein_with_ph_and_sh3_domains
O75563	src-associated_adapter_protein_with_ph_and_sh3_domains
O75616	conserved_era-like_gtpase
O75616	era-like_protein_1
O75616	era-w
O75616	gtpase_era,_mitochondrial
O75643	activating_signal_cointegrator_1_complex_subunit_3brr2_homolog
O75643	brr2_homolog
O75643	u5_small_nuclear_ribonucleoprotein_200_kda_helicasactivating_signal_cointegrator_1_complex_subunit_3brr2_homolog
O75643	u5_snrnp-specific_200_kda_protein
O75674	src-activating_and_signaling_molecule_protein
O75674	target_of_myb-like_protein_1
O75674	tom1-like_protein_1
O75676	90_kda_ribosomal_protein_s6_kinase_4
O75676	nuclear_mitogen-_and_stress-activated_protein_kinaribosomal_protein_kinase_b
O75676	ribosomal_protein_kinase_b
O75676	ribosomal_protein_s6_kinase_alpha-4
O75688	protein_phosphatase_1b
O75688	protein_phosphatase_2c_isoform_beta
O75694	155_kda_nucleoporin
O75694	nuclear_pore_complex_protein_nup155
O75694	nucleoporin_nup155
O75695	protein_xrp2
O75807	growth_arrest_and_dna_damage-inducible_protein_gadmyeloid_differentiation_primary_response_protein_myd116_homolog
O75807	myeloid_differentiation_primary_response_protein_myd116_homolog
O75807	protein_phosphatase_1_regulatory_subunit_15a
O75821	eif3_p42
O75821	eif3_p44
O75821	eif-3-delta
O75821	eukaryotic_translation_initiation_factor_3_rna-bineukaryotic_translation_initiation_factor_3_subuniteif-3-delta
O75821	eukaryotic_translation_initiation_factor_3_subuniteif-3-delta
O75821	eukaryotic_translation_initiation_factor_3_subuniteukaryotic_translation_initiation_factor_3_rna-bineukaryotic_translation_initiation_factor_3_subuniteif-3-delta
O75891	aldehyde_dehydrogenase_family_1_member_l1
O75891	cytosolic_10-formyltetrahydrofolate_dehydrogenase
O75896	fusion_1_protein
O75896	pdgfa-associated_protein_2
O75896	tumor_suppressor_candidate_2
O75925	dead/h_box-binding_protein_1
O75925	e3_sumo-protein_ligase_pias1
O75925	e3_sumo-protein_transferase_pias1
O75925	gu-binding_protein
O75925	protein_inhibitor_of_activated_stat_protein_1
O75925	rna_helicase_ii-binding_protein
O75934	breast_carcinoma-amplified_sequence_2
O75934	dna_amplified_in_mammary_carcinoma_1_protein
O75934	pre-mrna-splicing_factor_spf27
O75934	spliceosome-associated_protein_spf_27
O75995	sam_and_sh3_domain-containing_protein_3
O75995	sh3_protein_expressed_in_lymphocytes_homolog
O76003	glutaredoxin-3
O76003	pkc-interacting_cousin_of_thioredoxin
O76003	pkc-theta-interacting_protein
O76003	thioredoxin-like_protein_2
O76009	hair_keratin,_type_i_ha3-i
O76009	keratin,_type_i_cuticular_ha3-i
O76009	keratin-33a
O76013	hair_keratin,_type_i_ha6
O76013	keratin,_type_i_cuticular_ha6
O76013	keratin-36
O76031	atp-dependent_clp_protease_atp-binding_subunit_clpx-like,_mitochondrial
O76036	lymphocyte_antigen_94_homolog
O76036	natural_cytotoxicity_triggering_receptor_1
O76036	natural_killer_cell_p46-related_protein
O76036	nk_cell-activating_receptor
O76094	signal_recognition_particle_72_kda_protein
O76094	signal_recognition_particle_subunit_srp72
O88520	leucine-rich_repeat_protein_shoc-2
O88520	protein_soc-2_homolog
O88520	protein_sur-8_homolog
O88522	ikb_kinase-associated_protein_1
O88522	inhibitor_of_nuclear_factor_kappa-b_kinase_subunitnf-kappa-b_essential_modifier
O88522	nf-kappa-b_essential_modifier
O88522	nf-kappa-b_essential_modulator
O88838	gene-rich_cluster_protein_c9
O88838	spry_domain-containing_socs_box_protein_2
O94776	metastasis-associated_1-like_1
O94776	metastasis-associated_protein_mta2
O94776	p53_target_protein_in_deacetylase_complex
O94806	npkc-nu
O94806	protein_kinase_c_nu_type
O94806	protein_kinase_epk2
O94806	serine/threonine-protein_kinase_d3
O94822	e3_ubiquitin-protein_ligase_listerin
O94822	ring_finger_protein_160
O94822	ring-type_e3_ubiquitin_transferase_listerin
O94822	zinc_finger_protein_294
O94832	unconventional_myosin-id
O94905	endoplasmic_reticulum_lipid_raft-associated_proteistomatin-prohibitin-flotillin-hflc/k_domain-containing_protein_2
O94905	erlin-2
O94905	stomatin-prohibitin-flotillin-hflc/k_domain-containing_protein_2
O94906	androgen_receptor_n-terminal_domain-transactivatinprp6_homolog
O94906	pre-mrna-processing_factor_6
O94906	prp6_homolog
O94906	u5_snrnp-associated_102_kda_protein
O94910-2	calcium-independent_alpha-latrotoxin_receptor_1
O94910-2	isoform_2_of_adhesion_g_protein-coupled_receptor_lcalcium-independent_alpha-latrotoxin_receptor_1
O94910-2	latrophilin-1
O94910-2	lectomedin-2
O94955	rho-related_btb_domain-containing_protein_3
O94973	100_kda_coated_vesicle_protein_c
O94973	adaptor_protein_complex_ap-2_subunit_alpha-2
O94973	adaptor-related_protein_complex_2_subunit_alpha-2
O94973	alpha2-adaptin
O94973	alpha-adaptin_c
O94973	ap-2_complex_subunit_alpha-2
O94973	clathrin_assembly_protein_complex_2_alpha-c_large_huntingtin_yeast_partner_j
O94973	huntingtin_yeast_partner_j
O94973	huntingtin-interacting_protein_9
O94973	huntingtin-interacting_protein_j
O94973	plasma_membrane_adaptor_ha2/ap2_adaptin_alpha_c_subunit
O94986	centrosomal_protein_of_152_kda
O95071	e3_ubiquitin-protein_ligase,_hect_domain-containinhect-type_e3_ubiquitin_transferase_ubr5
O95071	e3_ubiquitin-protein_ligase_ubr5
O95071	hect-type_e3_ubiquitin_transferase_ubr5
O95071	hyperplastic_discs_protein_homolog
O95071	progestin-induced_protein
O95136	endothelial_differentiation_g-protein_coupled_recesphingosine_1-phosphate_receptor_edg-5
O95136	sphingosine_1-phosphate_receptor_2
O95136	sphingosine_1-phosphate_receptor_edg-5
O95163	elongator_complex_protein_1
O95163	ikappab_kinase_complex-associated_protein
O95163	p150
O95166	gaba(a)_receptor-associated_protein
O95166	gamma-aminobutyric_acid_receptor-associated_proteigaba(a)_receptor-associated_protein
O95166	mm46
O95239	chromokinesin-a
O95239	chromosome-associated_kinesin_kif4a
O95248-4	inactive_phosphatidylinositol_3-phosphatase_5
O95248-4	isoform_4_of_myotubularin-related_protein_5
O95248-4	set-binding_factor_1
O95347	chromosome-associated_protein_e
O95347	structural_maintenance_of_chromosomes_protein_2
O95347	xcap-e_homolog
O95363	phenylalanine--trna_ligase,_mitochondrial
O95363	phenylalanyl-trna_synthetase
O95373	importin-7
O95373	ran-binding_protein_7
O95425	archvillin
O95425	p205/p250
O95425	supervillin
O95466-2	cll-associated_antigen_kw-13
O95466-2	isoform_2_of_formin-like_protein_1
O95466-2	leukocyte_formin
O95470	sphingosine-1-phosphate_aldolase
O95470	sphingosine-1-phosphate_lyase_1
O95503	chromobox_protein_homolog_6
O95573	arachidonate--coa_ligase
O95573	long-chain_acyl-coa_synthetase_3
O95573	long-chain-fatty-acid--coa_ligase_3
O95613	kendrin
O95613	pericentrin
O95613	pericentrin-b
O95619	glioma-amplified_sequence_41
O95619	numa-binding_protein_1
O95619	yeats_domain-containing_protein_4
O95630	associated_molecule_with_the_sh3_domain_of_stam
O95630	endosome-associated_ubiquitin_isopeptidase
O95630	stam-binding_protein
O95661	distinct_subgroup_of_the_ras_family_member_3
O95661	gtp-binding_protein_di-ras3
O95661	rho-related_gtp-binding_protein_rhoi
O95684	fgfr1_oncogene_partner
O95707	ribonuclease_p_protein_subunit_p29
O95721	soluble_29_kda_nsf_attachment_protein
O95721	synaptosomal-associated_protein_29
O95721	vesicle-membrane_fusion_protein_snap-29
O95747	oxidative_stress-responsive_1_protein
O95747	serine/threonine-protein_kinase_osr1
O95757	heat_shock_70_kda_protein_4l
O95757	heat_shock_70-related_protein_apg-1
O95757	osmotic_stress_protein_94
O95758	polypyrimidine_tract-binding_protein_3
O95758	regulator_of_differentiation_1
O95782	100_kda_coated_vesicle_protein_a
O95782	adaptor_protein_complex_ap-2_subunit_alpha-1
O95782	adaptor-related_protein_complex_2_subunit_alpha-1
O95782	alpha1-adaptin
O95782	alpha-adaptin_a
O95782	ap-2_complex_subunit_alpha-1
O95782	clathrin_assembly_protein_complex_2_alpha-a_large_plasma_membrane_adaptor_ha2/ap2_adaptin_alpha_a_subunit
O95782	plasma_membrane_adaptor_ha2/ap2_adaptin_alpha_a_subunit
O95786	antiviral_innate_immune_response_receptor_rig-i
O95786	dead_box_protein_58
O95786	probable_atp-dependent_rna_helicase_ddx58
O95786	retinoic_acid-inducible_gene_1_protein
O95786	retinoic_acid-inducible_gene_i_protein
O95786	rig-i-like_receptor_1
O95789	transposon-derived_buster2_transposase-like_proteizinc_finger_protein_258
O95789	zinc_finger_mym-type_protein_6
O95789	zinc_finger_protein_258
O95816	bag_family_molecular_chaperone_regulator_2
O95816	bcl-2-associated_athanogene_2
O95831	apoptosis-inducing_factor_1,_mitochondrial
O95831	programmed_cell_death_protein_8
O95861	3'(2'),5'-bisphosphate_nucleotidase_1
O95861	bisphosphate_3'-nucleotidase_1
O95861	pap-inositol_1,4-phosphatase
O95900	mitochondrial_mrna_pseudouridine_synthase_trub2
O95905	human_suppressor_of_gcr_two
O95905	protein_ecdysoneless_homolog
O95926	ccndbp1-interactor
O95926	p29
O95926	pre-mrna-splicing_factor_syf2
O95931	chromobox_protein_homolog_7
O95983	methyl-cpg-binding_domain_protein_3
O95983	methyl-cpg-binding_protein_mbd3
O95999	b-cell_cll/lymphoma_10
O95999	b-cell_lymphoma/leukemia_10
O95999	card-containing_molecule_enhancing_nf-kappa-b
O95999	card-like_apoptotic_protein
O95999	ced-3/ich-1_prodomain_homologous_e10-like_regulatocellular_homolog_of_vcarmen
O95999	cellular_homolog_of_vcarmen
O95999	cellular-e10
O95999	mammalian_card-containing_adapter_molecule_e10
O96013	p21-activated_kinase_4
O96013	serine/threonine-protein_kinase_pak_4
O96019	53_kda_brg1-associated_factor_a
O96019	actin-like_protein_6a
O96019	actin-related_protein_baf53a
O96019	arpnbeta
O96019	brg1-associated_factor_53a
O96019	ino80_complex_subunit_k
P00167	cytochrome_b5
P00167	microsomal_cytochrome_b5_type_a
P00367	glutamate_dehydrogenase_1,_mitochondrial
P00374	dihydrofolate_reductase
P00403	cytochrome_c_oxidase_polypeptide_ii
P00403	cytochrome_c_oxidase_subunit_2
P00441	superoxide_dismutase_1
P00441	superoxide_dismutase_[cu-zn]
P00491	inosine_phosphorylase
P00491	inosine-guanosine_phosphorylase
P00491	purine_nucleoside_phosphorylase
P00492	hypoxanthine-guanine_phosphoribosyltransferase
P00520	abelson_murine_leukemia_viral_oncogene_homolog_1
P00520	abelson_tyrosine-protein_kinase_1
P00520	p150
P00520	proto-oncogene_c-abl
P00520	tyrosine-protein_kinase_abl1
P00533	epidermal_growth_factor_receptor
P00533	proto-oncogene_c-erbb-1
P00533	receptor_tyrosine-protein_kinase_erbb-1
P00540	oocyte_maturation_factor_mos
P00540	proto-oncogene_c-mos
P00540	proto-oncogene_serine/threonine-protein_kinase_mosoocyte_maturation_factor_mos
P01100	cellular_oncogene_fos
P01100	g0/g1_switch_regulatory_protein_7
P01100	proto-oncogene_c-fos
P01106	class_e_basic_helix-loop-helix_protein_39
P01106	myc_proto-oncogene_protein
P01106	proto-oncogene_c-myc
P01106	transcription_factor_p64
P01127	pdgf-2
P01127	platelet-derived_growth_factor_b_chain
P01127	platelet-derived_growth_factor_beta_polypeptide
P01127	platelet-derived_growth_factor_subunit_b
P01127	proto-oncogene_c-sis
P01375	cachectin
P01375	c-domain_1
P01375	c-domain_2
P01375	intracellular_domain_1
P01375	intracellular_domain_2
P01375	n-terminal_fragment
P01375	tnf-alpha
P01375	tumor_necrosis_factor
P01375	tumor_necrosis_factor_ligand_superfamily_member_2
P01375	tumor_necrosis_factor,_membrane_form
P01375	tumor_necrosis_factor,_soluble_form
P01583	hematopoietin-1
P01583	interleukin-1_alpha
P01584	catabolin
P01584	interleukin-1_beta
P01730	t-cell_surface_antigen_t4/leu-3
P01730	t-cell_surface_glycoprotein_cd4
P01857	ig_gamma-1_chain_c_region
P01857	ig_gamma-1_chain_c_region_eu
P01857	ig_gamma-1_chain_c_region_kol
P01857	ig_gamma-1_chain_c_region_nie
P01857	immunoglobulin_heavy_constant_gamma_1
P01871	ig_mu_chain_c_region
P01871	ig_mu_chain_c_region_bot
P01871	ig_mu_chain_c_region_gal
P01871	ig_mu_chain_c_region_ou
P01871	immunoglobulin_heavy_constant_mu
P01889	hla_class_i_histocompatibility_antigen,_b_alpha_chhuman_leukocyte_antigen_b
P01889	human_leukocyte_antigen_b
P02452	alpha-1_type_i_collagen
P02452	collagen_alpha-1(i)_chain
P02545	70_kda_lamin
P02545	lamin-a/c
P02545	prelamin-a/c
P02545	renal_carcinoma_antigen_ny-ren-32
P02549	erythroid_alpha-spectrin
P02549	spectrin_alpha_chain,_erythrocytic_1
P02686	myelin_a1_protein
P02686	myelin_basic_protein
P02686	myelin_membrane_encephalitogenic_protein
P02689	myelin_p2_protein
P02689	peripheral_myelin_protein_2
P02766	attr
P02766	prealbumin
P02766	tbpa
P02766	transthyretin
P02768	serum_albumin
P02786	p90
P02786	t9
P02786	transferrin_receptor_protein_1
P02786	transferrin_receptor_protein_1,_serum_form
P03129	protein_e7
P03182	apoptosis_regulator_bhrf1
P03182	early_antigen_protein_r
P03182	nuclear_antigen
P03220	protein_bglf3
P03225	protein_bdlf2
P03230	latent_membrane_protein_1
P03230	protein_p25
P03230	protein_p63
P03255-1	early_e1a_32_kda_protein
